score,age,x,y,z,accepted_school_id
417.002,5805,-293.444694745438,953.2226781925696,-112.37730261398099,8e29ef80-2bc4-4ef1-acaf-cabe6b076f45
400.877,5357,-290.96876049343217,946.4560210197109,-119.749853186983,1be1d45e-4ef6-4891-b582-949b2cb06537
414.197,5428,-304.13800832769147,948.084838036989,-105.67928441501306,7d84a1fa-9c87-425f-b545-95be41b95d4e
385.228,5386,-302.22937711765104,947.4772075946911,-114.50551920992298,6a9859da-2d98-472d-ab90-e2147cf749ae
399.928,5308,-308.9325860075114,942.8948640523607,-117.31836002799287,ab7b150d-5cd9-4d54-8674-4eb0a9177546
411.203,5586,-286.2826911056989,951.0489174672829,-118.67843801276308,9af24eef-3fc0-467a-bee8-1f3fb13a0b40
434.662,5606,-304.5737092672125,947.8014093596921,-115.91137824540954,1be1d45e-4ef6-4891-b582-949b2cb06537
431.751,5674,-294.3533651383042,947.7179324972662,-117.15751059988104,cd243c7a-566b-4c9f-bccc-e0530ae6b587
384.393,5399,-304.353530134783,954.629676232951,-116.47544886837363,54ff9351-a740-4337-bd4c-cd79560a1e5d
405.502,5570,-308.1553235492408,946.0714956473462,-118.27104138140531,02781d05-70a1-4ae4-9838-be630a75c80e
367.038,5683,-295.1943241115891,947.8572479352973,-118.69437554071818,54ff9351-a740-4337-bd4c-cd79560a1e5d
347.132,5739,-313.7785487894188,945.6414774266996,-116.5875948692141,86cb9c75-141b-4e12-86c8-39c243da410a
390.633,5653,-312.8430589061267,945.0541975725079,-123.83536814479132,543a5166-05b5-4a26-8d70-4bbc7ce70dd4
395.719,5561,-305.14002209819967,950.0293634955661,-115.58094810868582,5282864d-4447-498e-8e89-b234a4b2a788
432.127,5356,-291.30624628937915,946.7305575224358,-114.88683548130957,6564523a-04f7-4ed8-baa0-40d2651cdc25
400.544,5650,-289.26669774517774,945.7246169423039,-115.02626781223148,a8de43b7-4f97-444c-8456-bf68d82a6899
402.014,5787,-302.2429350791569,946.3109709891363,-109.54245582883412,18c36748-531b-434b-963d-28a3d9754dd3
370.41,5881,-294.682173974039,953.8330250687183,-118.69787980405677,8bb4f850-4173-4f1b-851a-88ee682a7651
427.722,5514,-289.13161458712426,941.62914071957,-124.99306718268659,543a5166-05b5-4a26-8d70-4bbc7ce70dd4
430.869,5387,-308.190562085509,945.7764329043519,-115.69272320545828,1ba9f72f-ae13-406f-bfa2-22f96b60a9cb
381.2,5841,-299.6715120299317,959.8977002200994,-114.49673452791436,19aea2e9-ef14-419f-9d5b-7f4fdc9d540d
412.157,5558,-290.4773523025401,952.9485023092883,-112.91744557268572,54ff9351-a740-4337-bd4c-cd79560a1e5d
429.513,5735,-303.44237925891133,953.6796444710841,-117.58278367262021,1be1d45e-4ef6-4891-b582-949b2cb06537
408.888,5462,-310.1945517840675,946.5267189976247,-114.21691471224203,9ef5a594-f79b-4e5e-8846-af2c46afa568
306.515,5531,-316.11860384024175,944.7367942046523,-99.57172300216502,6a9859da-2d98-472d-ab90-e2147cf749ae
408.543,5357,-290.6463621249925,946.9532851328925,-102.93724487651573,f921a7f4-d91e-4610-befe-d20645d5d1f0
398.878,5777,-303.58006768997984,950.4689035259614,-109.6791960598877,6a9859da-2d98-472d-ab90-e2147cf749ae
374.497,5693,-304.42911098355796,947.7716065673068,-115.90073514254004,bca7ed86-9c25-48bc-992a-4e6f6d1fda1b
382.772,5724,-297.08177035917504,957.3915741673308,-122.45426954019035,fef712ff-9d25-4003-90d6-15e9a8a3c561
404.151,5997,-292.49691957853514,948.3080048233672,-104.80126343776135,54ff9351-a740-4337-bd4c-cd79560a1e5d
405.823,5537,-295.10122378163715,950.5072267074711,-116.04888649621638,dc16eacf-1d9b-4b9b-ad32-5e45881b513f
437.403,5387,-307.22688587825684,939.772580917635,-120.92867746764847,543a5166-05b5-4a26-8d70-4bbc7ce70dd4
395.993,5235,-313.17858365185157,951.9725727007595,-97.85005117453542,1be1d45e-4ef6-4891-b582-949b2cb06537
430.066,5414,-309.6266680405776,946.5839207359667,-119.14077888701287,6a9859da-2d98-472d-ab90-e2147cf749ae
383.494,5544,-314.59222650419196,958.4240275435789,-102.72419485302193,54ff9351-a740-4337-bd4c-cd79560a1e5d
410.734,5839,-280.8881838782423,952.346301275658,-105.42460083857215,6a9859da-2d98-472d-ab90-e2147cf749ae
386.257,5679,-297.9336666615306,949.157387076482,-114.42905340032146,02781d05-70a1-4ae4-9838-be630a75c80e
386.073,5665,-294.25596676111024,948.1518945625953,-114.9723902731278,54ff9351-a740-4337-bd4c-cd79560a1e5d
414.895,5402,-294.2910901932361,954.4769738486788,-105.03725039370596,8c1b2f38-c267-4f9e-8c80-149f00278ae8
368.291,5816,-289.13163891441855,941.257856528549,-119.85037825098594,54ff9351-a740-4337-bd4c-cd79560a1e5d
416.588,5603,-284.8557358173227,944.977695396581,-104.64397172081387,1be1d45e-4ef6-4891-b582-949b2cb06537
387.906,5568,-311.099223490563,944.3837542928992,-122.19743432756947,8bb4f850-4173-4f1b-851a-88ee682a7651
405.722,5448,-313.53533170930734,945.710283919979,-121.10064422062376,1225a3be-6f20-4c14-b6a3-6e3a4c848983
383.471,5653,-301.6815156383634,938.9127631843729,-106.89243368910205,54ff9351-a740-4337-bd4c-cd79560a1e5d
421.579,5521,-290.0281564722761,114.51249740328024,-102.82712759202033,3ef9b0e9-38ed-49fa-8240-1e524f34e6a1
424.363,5516,-303.30206302955526,953.7862662140695,-126.59232254925541,957444fb-faa9-4bab-970e-c767c216507a
401.101,5555,-308.2283919291233,954.6543555287624,-119.74183362758696,89491668-9bb5-4d27-85a2-0631be39aee6
427.291,5763,-297.42250517226796,941.7942038700595,-122.59971152538807,3ef9b0e9-38ed-49fa-8240-1e524f34e6a1
151.389,5669,-302.50270688302504,946.6440086435542,-125.73302662845933,8e29ef80-2bc4-4ef1-acaf-cabe6b076f45
391.929,5776,-298.3453871818908,946.7764492519299,-118.80296338011458,89491668-9bb5-4d27-85a2-0631be39aee6
416.538,5692,-306.1658797706391,940.0466388296587,-114.92605882338496,1be1d45e-4ef6-4891-b582-949b2cb06537
387.978,5366,-313.0511680965504,945.1837534377308,-121.30752736192005,316921d4-0e82-47b7-8036-8b6802ad7751
407.076,5613,-305.87906277311475,951.2049587294334,-106.90364370921165,9af24eef-3fc0-467a-bee8-1f3fb13a0b40
398.1,5672,-304.08273581407934,946.2902095042269,-101.96410675037295,1be1d45e-4ef6-4891-b582-949b2cb06537
406.418,5938,-303.86087179126827,938.4143962766032,-119.80030979205591,54ff9351-a740-4337-bd4c-cd79560a1e5d
368.754,5616,-312.45006948727195,944.2686179865306,-118.35557612745016,3ef9b0e9-38ed-49fa-8240-1e524f34e6a1
387.872,5903,-306.34627566782484,952.935837633576,-116.77935723667743,b87df820-8d52-4e77-a3bc-79a0f0cc77b4
381.858,5361,-303.9728814117093,954.2200955617338,-113.60665412206201,54ff9351-a740-4337-bd4c-cd79560a1e5d
410.554,5389,-303.97583177189875,953.0355330558507,-115.31274865363773,54ff9351-a740-4337-bd4c-cd79560a1e5d
416.499,5647,-290.8746665737111,946.2170610132704,-115.27857051749639,54ff9351-a740-4337-bd4c-cd79560a1e5d
428.013,5481,-317.86343847689267,945.4755409005209,-107.6353110760942,54ff9351-a740-4337-bd4c-cd79560a1e5d
421.464,5536,-299.7943386240968,938.7342479121635,-100.41750106288065,54ff9351-a740-4337-bd4c-cd79560a1e5d
395.697,5649,-312.5320785983073,952.8843031276459,-122.92650300810227,9af24eef-3fc0-467a-bee8-1f3fb13a0b40
381.529,5732,-288.6603912929018,953.7923788729377,-119.70811734856666,bca7ed86-9c25-48bc-992a-4e6f6d1fda1b
459.326,5708,-313.9420480292116,939.9932721281469,-107.12705081650236,a235258a-a833-4a71-9290-7de4de74e6c1
407.634,5539,-278.69640999312446,943.8478506786706,-124.40420828817649,8bb4f850-4173-4f1b-851a-88ee682a7651
352.024,5365,-295.1004286395186,951.7867771940662,-112.96814525112251,7d8c1249-6577-41e5-aea2-ff95119e1092
422.544,5786,-298.1321664721661,953.5084089478801,-116.9275390853345,96045fbe-df2e-4ac0-a986-17168e93bcb6
422.108,5541,-318.32330002367604,951.3579652659399,-114.0716430066884,f05f7488-586f-477d-9de4-424604e1912b
386.776,5687,-285.2456041344226,946.576247992175,-117.69658544453678,1be1d45e-4ef6-4891-b582-949b2cb06537
413.122,5354,-309.39011033202223,947.4641499090214,-116.36420920672805,fef712ff-9d25-4003-90d6-15e9a8a3c561
394.478,5870,-306.1601826787234,938.0635759722161,-115.17415712182917,1225a3be-6f20-4c14-b6a3-6e3a4c848983
377.1,5479,-294.38705821562746,952.3588377850656,-110.78833028119388,210b21d6-76f2-4b34-8dec-5182ffe49e5e
431.519,5706,-312.9530426035608,953.034397521811,-122.04011417923472,f38cc656-4530-4d6e-b286-b4cbbc01c365
460.302,5324,-317.98406401405737,943.7730649117207,-108.22238265097832,957444fb-faa9-4bab-970e-c767c216507a
395.278,5703,-298.8547724548703,944.7454922788806,-120.17831147818964,957444fb-faa9-4bab-970e-c767c216507a
435.396,5935,-313.1811208985437,949.3744208138982,-107.77767320104218,5a1d6be2-3118-4735-ba98-c581f5cb9213
404.804,5529,-305.4041957908159,947.778758028638,-114.68460347993955,6a9859da-2d98-472d-ab90-e2147cf749ae
386.706,5312,-299.1852054753773,949.7026923445487,-102.61960562192154,1e147ea6-9ebc-4be2-962e-55cd7b6dce88
417.97,5677,-294.1819390298728,950.4166291509092,-119.1045882594394,bb2fddda-1d2a-46ca-aa59-a650cf0ed1a7
376.061,5416,-302.92921255581416,940.3210021076126,-110.15260959186442,6a9859da-2d98-472d-ab90-e2147cf749ae
408.729,5848,-290.5345349592586,952.1792840745018,107.49668583935279,6a9859da-2d98-472d-ab90-e2147cf749ae
419.423,5348,-303.36265240848365,949.7192129326634,-104.80604437025089,bca7ed86-9c25-48bc-992a-4e6f6d1fda1b
429.601,5746,-279.5340023391845,947.5473267306086,-122.52118039002733,54ff9351-a740-4337-bd4c-cd79560a1e5d
391.72,5771,-289.21729982262843,947.4758827544075,-108.66036288232121,c2197a71-08f9-4ffd-be60-dac1ef933907
391.634,5772,-301.89518271451885,950.9877700030295,-117.70087388985091,bca7ed86-9c25-48bc-992a-4e6f6d1fda1b
406.239,5444,-295.43331432431967,946.63235503735,-115.69348451619827,89491668-9bb5-4d27-85a2-0631be39aee6
369.769,5320,-308.158102266854,946.7098605151299,-101.27757254054153,f3da1954-2a1b-4d39-a469-a773ed2d1d12
436.534,5565,-302.7096447592798,945.8396733874714,-122.05276420036655,1e147ea6-9ebc-4be2-962e-55cd7b6dce88
385.52,5888,-300.78123681050704,942.5198693497259,-121.36092730884724,8bb4f850-4173-4f1b-851a-88ee682a7651
393.095,5789,-293.0358651044696,949.0880294438189,-106.76859631477683,54ff9351-a740-4337-bd4c-cd79560a1e5d
400.843,5358,-322.08733612589697,943.2519865949414,-124.63724501020137,f05f7488-586f-477d-9de4-424604e1912b
403.876,5808,-318.15961877968164,944.8816743177775,-123.58493520735685,6a9859da-2d98-472d-ab90-e2147cf749ae
225.607,5675,-289.7271098096206,955.6059048961906,-117.08141816816135,c2197a71-08f9-4ffd-be60-dac1ef933907
414.288,5492,-295.0416741692864,949.5827699491123,-105.87179662992506,3ef9b0e9-38ed-49fa-8240-1e524f34e6a1
414.791,5592,-296.69443551578416,955.4209473252614,-115.49189920260017,19aea2e9-ef14-419f-9d5b-7f4fdc9d540d
415.809,5510,-303.08566048430976,947.7971344187227,-113.7040345241489,bca7ed86-9c25-48bc-992a-4e6f6d1fda1b
413.635,5669,-279.59563148469056,952.3733768929825,-103.71811897297435,54ff9351-a740-4337-bd4c-cd79560a1e5d
385.46,5736,-299.96546739893137,951.4801839743336,-104.09839902472221,1225a3be-6f20-4c14-b6a3-6e3a4c848983
398.002,6013,-299.0176412122864,941.8833799457885,-108.66289347381735,1be1d45e-4ef6-4891-b582-949b2cb06537
383.516,5468,-300.041384099519,953.9870372737852,-116.9686778781251,52d3820c-4c89-48b3-86ff-9d78b1aa5682
397.836,5817,-295.5544678538713,952.3450759281095,-109.90489957141159,1be1d45e-4ef6-4891-b582-949b2cb06537
388.745,5467,-291.34388331666105,937.3778813878389,-114.02365439345081,957444fb-faa9-4bab-970e-c767c216507a
378.099,5613,-294.10891592578804,942.1930433310904,-96.32240376018271,ab7b150d-5cd9-4d54-8674-4eb0a9177546
378.716,5448,-301.07616425764064,945.5826879311637,-120.76277562539242,6e530048-6c29-48a7-89d9-c5e969cf6547
397.511,5294,-309.6192833552477,938.1261356932121,-114.18319140111092,8e29ef80-2bc4-4ef1-acaf-cabe6b076f45
373.441,5782,-299.5231394116203,944.839308314671,-100.73428673985667,ab7b150d-5cd9-4d54-8674-4eb0a9177546
388.342,5662,-305.66630887150563,946.080890868595,-114.59331567783174,3ef9b0e9-38ed-49fa-8240-1e524f34e6a1
431.1,5467,-317.31467238266225,946.1042431091275,-111.86516782705823,02781d05-70a1-4ae4-9838-be630a75c80e
384.399,5832,-308.31339419836587,953.4561632160551,-121.81267667347983,45bb480a-0dc9-4a8b-bf7e-774a9ebc2fd2
393.575,5511,-296.246317407182,951.2113750550573,-115.0786613804703,54ff9351-a740-4337-bd4c-cd79560a1e5d
416.753,5649,-306.44415067978446,946.9127303284257,-124.79601854577204,210b21d6-76f2-4b34-8dec-5182ffe49e5e
392.789,5364,-319.49800739969805,942.8928910680354,-117.10563260957233,1be1d45e-4ef6-4891-b582-949b2cb06537
398.5,5710,-285.4081510056949,955.0807288987523,-127.33160953048422,cd243c7a-566b-4c9f-bccc-e0530ae6b587
406.808,5956,-284.45217213455476,984.8947985833375,-106.27010698575651,54ff9351-a740-4337-bd4c-cd79560a1e5d
409.898,5453,-301.56044455130905,944.2484266960331,-111.20151860393224,f05f7488-586f-477d-9de4-424604e1912b
431.876,5463,-302.52314586476825,954.0849398242307,-124.28594921479858,fef712ff-9d25-4003-90d6-15e9a8a3c561
379.92,5617,-304.4645463907076,946.3687416475093,-102.68024490461511,3ef9b0e9-38ed-49fa-8240-1e524f34e6a1
388.375,5425,-308.9257410277101,950.9714450627207,-118.28176834547182,05cfe193-7dd5-41aa-8c8c-504de45b9b86
382.026,5359,-310.2948333961389,942.7412591636936,-102.0034739296892,6e530048-6c29-48a7-89d9-c5e969cf6547
436.639,5410,-292.378569093891,948.0747521013088,-120.89604141126698,66aebc69-8d65-4ac4-be49-8427f8a01faf
299.793,5763,-314.05258404632696,941.9023912809704,-114.20497911861926,54ff9351-a740-4337-bd4c-cd79560a1e5d
419.84,5648,-305.8901244839244,951.6278490344525,-122.3964648277991,cd243c7a-566b-4c9f-bccc-e0530ae6b587
397.716,5756,-292.2578020980151,948.6066283078808,-120.01217734961622,54ff9351-a740-4337-bd4c-cd79560a1e5d
415.001,5316,-292.83570237967155,946.4845714598102,-107.59423802415256,a235258a-a833-4a71-9290-7de4de74e6c1
402.878,5684,-304.19471570116065,945.8833109799465,-100.23960548288503,fef712ff-9d25-4003-90d6-15e9a8a3c561
408.527,5459,-311.96188286085,951.1675103800483,-120.7791221924317,955eef89-6454-4ded-bf58-eec3e04b66f4
400.076,5619,-297.8263985071193,954.1436443610419,-113.46010588243108,f95000be-2333-4049-98b4-6d5b50dd09f4
402.82,5697,-317.7504985626982,940.8338950153818,-111.13601815550209,6a9859da-2d98-472d-ab90-e2147cf749ae
411.761,5664,-305.0550162249135,951.7151322297966,-116.06110115437215,bca7ed86-9c25-48bc-992a-4e6f6d1fda1b
393.559,5543,-296.6752346356429,944.949826992986,-102.15052271521847,89491668-9bb5-4d27-85a2-0631be39aee6
391.878,5479,-293.10159204754535,952.5348533288569,-113.27735477736609,957444fb-faa9-4bab-970e-c767c216507a
405.416,5895,-322.63509308792027,941.179473609198,-116.34279199531717,d1f21b6d-8e10-47f2-acad-b15b60513fba
407.209,5404,-292.80677001868696,945.5768055104394,-116.69274342744126,2bcf3fac-55d6-42d0-9ea2-8828c92041eb
389.684,5691,-309.49834696932277,943.2868519563583,-109.51988283725359,7d84a1fa-9c87-425f-b545-95be41b95d4e
381.964,5398,-312.43668406935325,950.005402465087,-113.8970861910303,7182bab9-2b95-476d-9b54-e43463a08469
393.6,5455,-297.38889718416146,956.5048400536681,-111.70605444772076,1225a3be-6f20-4c14-b6a3-6e3a4c848983
330.149,5697,-292.956026078185,948.7789520309777,-118.59074402217331,8bb4f850-4173-4f1b-851a-88ee682a7651
407.828,5663,-277.6913575633587,940.1000691288443,-111.99456018960937,1be1d45e-4ef6-4891-b582-949b2cb06537
439.593,5337,-294.0095641569646,953.7593891574215,-118.82308750449047,6a9859da-2d98-472d-ab90-e2147cf749ae
383.191,5227,-308.94339994032373,949.4084768827781,-114.791118872104,1be1d45e-4ef6-4891-b582-949b2cb06537
394.504,5411,-303.6988628235028,950.35062714513,-124.5275566920525,54ff9351-a740-4337-bd4c-cd79560a1e5d
431.878,5612,-293.71137279784864,954.8095848282446,-122.8121360152637,54ff9351-a740-4337-bd4c-cd79560a1e5d
403.951,5426,-307.45691125779297,948.9029148206187,-113.76380666440356,f95000be-2333-4049-98b4-6d5b50dd09f4
396.658,5414,-297.40937538803536,951.0640537136644,-118.3407548576271,b1e91f46-3310-4e7d-b604-80af23ea5de7
401.208,5761,-312.6262810898417,946.6370241261169,-107.14730965719244,52d3820c-4c89-48b3-86ff-9d78b1aa5682
447.756,5723,-305.2296569149805,949.744147590127,-111.25104887213219,1be1d45e-4ef6-4891-b582-949b2cb06537
412.047,5647,-317.6068594051459,949.317724215859,-116.88887322272586,54ff9351-a740-4337-bd4c-cd79560a1e5d
398.046,5484,-306.20029207991274,946.1217072245641,-120.44403251794841,10d4aa0c-1729-4524-9ce8-a9b0036643d6
448.872,5524,-290.2755533419491,951.751935378353,-116.85374894452919,3e50ed1a-dbde-459a-9991-dea6eae70484
389.932,5656,-318.73064885323157,949.2006408982609,-121.14624040024464,bca7ed86-9c25-48bc-992a-4e6f6d1fda1b
382.373,5699,-297.44257744257516,946.3318994786245,-116.25943625396238,957444fb-faa9-4bab-970e-c767c216507a
429.347,5415,-295.1574297425409,943.0103705360295,-116.01712455540914,316921d4-0e82-47b7-8036-8b6802ad7751
431.44,5787,-300.6410100064827,952.9510646644234,-121.6950707413647,bb2fddda-1d2a-46ca-aa59-a650cf0ed1a7
432.466,5531,-296.6502993842599,949.4441345449872,-116.18723087684386,54ff9351-a740-4337-bd4c-cd79560a1e5d
378.946,5824,-302.7369305228461,942.7139383797637,-109.87366190124405,f05f7488-586f-477d-9de4-424604e1912b
381.857,6445,-283.0129694050255,954.617024179678,-121.26647287356747,957444fb-faa9-4bab-970e-c767c216507a
408.0,5257,-303.2858286151732,944.4872575652121,-114.41342400298281,02781d05-70a1-4ae4-9838-be630a75c80e
394.164,5465,-307.0256892434519,951.9847329643866,-118.72226530188686,bb2fddda-1d2a-46ca-aa59-a650cf0ed1a7
381.18,5779,-301.72544757829263,947.4998042183951,-117.43941967632654,6a9859da-2d98-472d-ab90-e2147cf749ae
173.237,5730,-285.15240987408436,953.0263264429705,-116.69887943844863,543a5166-05b5-4a26-8d70-4bbc7ce70dd4
391.729,5659,-283.1915506662602,952.1930362218893,-107.64327865560459,dc16eacf-1d9b-4b9b-ad32-5e45881b513f
403.543,5439,-304.79192825043083,944.4139100281006,-119.86586948382792,1be1d45e-4ef6-4891-b582-949b2cb06537
406.467,5303,-288.46036687327677,952.9255673374635,-118.28755281780599,3ef9b0e9-38ed-49fa-8240-1e524f34e6a1
376.559,5651,-298.1301613850363,950.2788690643871,-118.59298912648175,9af24eef-3fc0-467a-bee8-1f3fb13a0b40
432.397,5515,-303.22315429702405,950.7903759312487,-117.09900633393273,f95000be-2333-4049-98b4-6d5b50dd09f4
428.3,5915,-289.133932888168,946.4767519801642,-122.44030255952113,8bb4f850-4173-4f1b-851a-88ee682a7651
383.385,5831,-315.75957622521094,944.5377427095233,-116.69549911716729,957444fb-faa9-4bab-970e-c767c216507a
398.765,5614,-297.9545257818404,946.4048793265125,-106.1689147498804,05cfe193-7dd5-41aa-8c8c-504de45b9b86
0.0,5419,-307.36944832778465,952.8805867902911,-118.77915513309091,b87df820-8d52-4e77-a3bc-79a0f0cc77b4
386.892,5532,-300.41806341907625,951.8183119307382,-115.93519766210638,3ef9b0e9-38ed-49fa-8240-1e524f34e6a1
404.385,5704,-292.8048842028749,951.9725226964816,-104.53226912912675,3ef9b0e9-38ed-49fa-8240-1e524f34e6a1
384.64,5890,-298.5398365402638,942.0606980281982,-104.7288170795393,54ff9351-a740-4337-bd4c-cd79560a1e5d
421.279,5254,-284.29288331869395,956.1676199419211,-120.31860423076931,ab7b150d-5cd9-4d54-8674-4eb0a9177546
419.456,5457,-291.8350225557997,947.3742430972333,-100.95633620340757,8bb4f850-4173-4f1b-851a-88ee682a7651
422.482,5634,-313.4201446739303,940.4400535547518,-118.78993120826013,b3d88a7a-1f03-4bb9-8839-2696eae3d16d
411.365,5669,-295.259523738036,955.0012376321537,-122.1131142542804,957444fb-faa9-4bab-970e-c767c216507a
403.888,5580,-293.9460649633372,945.3319825024117,-121.75825042203964,1be1d45e-4ef6-4891-b582-949b2cb06537
395.241,5656,-302.14412211485126,944.6241306826489,-118.84990082895132,1be1d45e-4ef6-4891-b582-949b2cb06537
390.558,5354,-309.5769574672463,945.6056719363097,-115.67300678204157,54ff9351-a740-4337-bd4c-cd79560a1e5d
425.274,5838,-302.077251338439,945.964594875635,-128.88417353561897,1be1d45e-4ef6-4891-b582-949b2cb06537
405.475,5390,-307.91550328021935,953.5960839243144,-121.4870929899594,f05f7488-586f-477d-9de4-424604e1912b
359.753,5630,-295.8254851747725,952.9230195466812,-106.09092494693138,fef712ff-9d25-4003-90d6-15e9a8a3c561
427.34,5309,-298.0456942599547,952.2776570535426,-117.50945494551365,957444fb-faa9-4bab-970e-c767c216507a
404.151,5727,-307.6110823317462,952.7449310100086,-104.32041129255421,957444fb-faa9-4bab-970e-c767c216507a
425.251,5648,-155.0816989497642,951.9840406721504,-98.63561064896433,1225a3be-6f20-4c14-b6a3-6e3a4c848983
387.275,5689,-312.40924468342865,949.6831950454618,-107.69153497043224,6564523a-04f7-4ed8-baa0-40d2651cdc25
403.963,5814,-290.9853611687447,951.4429453516287,-124.42229617418786,54ff9351-a740-4337-bd4c-cd79560a1e5d
432.063,5391,-287.0895697922266,948.4261243946668,-104.61405225409798,02781d05-70a1-4ae4-9838-be630a75c80e
406.36,5470,-287.8537360570771,948.1646159179138,-117.36254927634108,0423b66d-612f-41b7-8620-b3860a084e67
394.035,5868,-293.6453615858342,945.5400528516394,-125.19676159784468,955eef89-6454-4ded-bf58-eec3e04b66f4
390.716,5844,-317.1940504495411,955.039880258468,-121.39127238547688,1be1d45e-4ef6-4891-b582-949b2cb06537
417.965,5879,-309.07385010033346,942.8082867426488,-118.91445232049803,8bb4f850-4173-4f1b-851a-88ee682a7651
370.055,5760,-299.86997037998754,948.8133259668575,-112.64139153254142,543a5166-05b5-4a26-8d70-4bbc7ce70dd4
380.831,5874,-291.34934704675385,949.9613392294015,-110.35345717499006,10d4aa0c-1729-4524-9ce8-a9b0036643d6
409.203,5285,-303.34578142990136,950.7920386948595,-105.21396661289029,c2197a71-08f9-4ffd-be60-dac1ef933907
411.746,5562,-282.47368014343294,950.5822353090188,-116.21083718326834,bb2fddda-1d2a-46ca-aa59-a650cf0ed1a7
